n_jobs,thread_time,process_time
1,1.9819719791412354,1.9691638946533203
2,1.561345100402832,1.0340051651000977
3,1.5668160915374756,0.6933474540710449
4,1.6130101680755615,0.6170103549957275
5,1.6813080310821533,0.5846555233001709
6,2.028402090072632,0.6086611747741699
7,3.5341556072235107,0.809187650680542
8,3.2815182209014893,0.6113348007202148
